Genotype	Week	AdjFlyHeight	AdjMaxHeight	Chamber	Block	Age
Ral_443	6	31.4439759	42.2431	103	Block1	Week6
Ral_443	6	33.05060241	42.2431	103	Block1	Week6
Ral_443	6	21.5746988	42.2431	103	Block1	Week6
Ral_443	6	14.00060241	42.2431	103	Block1	Week6
Ral_443	6	10.55783133	42.2431	103	Block1	Week6
Ral_443	6	8.721686747	42.2431	103	Block1	Week6
Ral_443	6	5.508433735	42.2431	103	Block1	Week6
Ral_443	6	5.737951807	42.2431	103	Block1	Week6
Ral_443	6	4.360843373	42.2431	103	Block1	Week6
Ral_443	6	2.524698795	42.2431	103	Block1	Week6
Ral_443	6	1.606626506	42.2431	103	Block1	Week6
Ral_443	6	0	42.2431	103	Block1	Week6
Ral_443	6	0	42.2431	103	Block1	Week6
Ral_443	6	0	42.2431	103	Block1	Week6
Ral_443	6	0	42.2431	103	Block1	Week6
Ral_443	6	0	42.2431	103	Block1	Week6
Ral_443	6	0	42.2431	103	Block1	Week6
Ral_443	6	0	42.2431	103	Block1	Week6
Ral_443	6	0	42.2431	103	Block1	Week6
Ral_443	6	0	42.2431	103	Block1	Week6
Ral_443	6	0	42.2431	103	Block1	Week6
Ral_443	6	0	42.2431	103	Block1	Week6
Ral_703	1	42.2431	42.2431	28	Block1	Week1
Ral_703	1	42.2431	42.2431	28	Block1	Week1
Ral_703	1	42.2431	42.2431	28	Block1	Week1
Ral_703	1	42.2431	42.2431	28	Block1	Week1
Ral_703	1	42.2431	42.2431	28	Block1	Week1
Ral_703	1	42.2431	42.2431	28	Block1	Week1
Ral_703	1	42.2431	42.2431	28	Block1	Week1
Ral_703	1	42.2431	42.2431	28	Block1	Week1
Ral_703	1	41.4593	42.2431	28	Block1	Week1
Ral_703	1	40.2327	42.2431	28	Block1	Week1
Ral_703	1	39.0061	42.2431	28	Block1	Week1
Ral_703	1	34.8356	42.2431	28	Block1	Week1
Ral_703	1	34.8356	42.2431	28	Block1	Week1
Ral_703	1	32.6277	42.2431	28	Block1	Week1
Ral_703	1	32.1371	42.2431	28	Block1	Week1
Ral_703	1	29.6839	42.2431	28	Block1	Week1
Ral_703	1	26.9853	42.2431	28	Block1	Week1
Ral_703	1	26.004	42.2431	28	Block1	Week1
Ral_703	1	22.0789	42.2431	28	Block1	Week1
Ral_703	1	20.1163	42.2431	28	Block1	Week1
Ral_703	1	22.5695	42.2431	28	Block1	Week1
Ral_703	1	13.002	42.2431	28	Block1	Week1
Ral_703	1	0.24532	42.2431	28	Block1	Week1
Ral_703	1	0	42.2431	28	Block1	Week1
Ral_703	1	0	42.2431	28	Block1	Week1
Ral_703	2	42.2431	42.2431	28	Block1	Week2
Ral_703	2	42.2431	42.2431	28	Block1	Week2
Ral_703	2	42.2431	42.2431	28	Block1	Week2
Ral_703	2	42.2431	42.2431	28	Block1	Week2
Ral_703	2	37.2746	42.2431	28	Block1	Week2
Ral_703	2	35.1447	42.2431	28	Block1	Week2
Ral_703	2	33.6537	42.2431	28	Block1	Week2
Ral_703	2	29.6067	42.2431	28	Block1	Week2
Ral_703	2	33.4407	42.2431	28	Block1	Week2
Ral_703	2	30.8847	42.2431	28	Block1	Week2
Ral_703	2	26.6247	42.2431	28	Block1	Week2
Ral_703	2	24.4948	42.2431	28	Block1	Week2
Ral_703	2	22.3648	42.2431	28	Block1	Week2
Ral_703	2	21.2998	42.2431	28	Block1	Week2
Ral_703	2	20.8738	42.2431	28	Block1	Week2
Ral_703	2	20.8738	42.2431	28	Block1	Week2
Ral_703	2	23.0038	42.2431	28	Block1	Week2
Ral_703	2	17.8918	42.2431	28	Block1	Week2
Ral_703	2	8.73291	42.2431	28	Block1	Week2
Ral_703	2	11.2889	42.2431	28	Block1	Week2
Ral_703	2	7.88092	42.2431	28	Block1	Week2
Ral_703	2	4.68595	42.2431	28	Block1	Week2
Ral_703	2	16.4008	42.2431	28	Block1	Week2
Ral_703	2	0	42.2431	28	Block1	Week2
Ral_703	3	42.2431	42.2431	28	Block1	Week3
Ral_703	3	42.2431	42.2431	28	Block1	Week3
Ral_703	3	42.2431	42.2431	28	Block1	Week3
Ral_703	3	41.13103056	42.2431	28	Block1	Week3
Ral_703	3	38.5892253	42.2431	28	Block1	Week3
Ral_703	3	42.2431	42.2431	28	Block1	Week3
Ral_703	3	42.2431	42.2431	28	Block1	Week3
Ral_703	3	39.05137171	42.2431	28	Block1	Week3
Ral_703	3	37.43385928	42.2431	28	Block1	Week3
Ral_703	3	36.97171286	42.2431	28	Block1	Week3
Ral_703	3	37.43385928	42.2431	28	Block1	Week3
Ral_703	3	38.5892253	42.2431	28	Block1	Week3
Ral_703	3	36.04742004	42.2431	28	Block1	Week3
Ral_703	3	30.0395167	42.2431	28	Block1	Week3
Ral_703	3	27.95985785	42.2431	28	Block1	Week3
Ral_703	3	24.26268657	42.2431	28	Block1	Week3
Ral_703	3	21.72088131	42.2431	28	Block1	Week3
Ral_703	3	14.09546553	42.2431	28	Block1	Week3
Ral_703	3	17.56156361	42.2431	28	Block1	Week3
Ral_703	3	16.40619758	42.2431	28	Block1	Week3
Ral_703	3	9.242928216	42.2431	28	Block1	Week3
Ral_703	3	6.00790334	42.2431	28	Block1	Week3
Ral_703	3	0	42.2431	28	Block1	Week3
Ral_703	3	0	42.2431	28	Block1	Week3
Ral_703	3	0	42.2431	28	Block1	Week3
Ral_703	4	31.2761	42.2431	28	Block1	Week4
Ral_703	4	33.307	42.2431	28	Block1	Week4
Ral_703	4	25.3865	42.2431	28	Block1	Week4
Ral_703	4	12.7948	42.2431	28	Block1	Week4
Ral_703	4	12.9979	42.2431	28	Block1	Week4
Ral_703	4	8.3268	42.2431	28	Block1	Week4
Ral_703	4	12.7948	42.2431	28	Block1	Week4
Ral_703	4	14.0133	42.2431	28	Block1	Week4
Ral_703	4	1.2186	42.2431	28	Block1	Week4
Ral_703	4	0	42.2431	28	Block1	Week4
Ral_703	4	0	42.2431	28	Block1	Week4
Ral_703	4	0	42.2431	28	Block1	Week4
Ral_703	4	0	42.2431	28	Block1	Week4
Ral_703	4	0	42.2431	28	Block1	Week4
Ral_703	4	0	42.2431	28	Block1	Week4
Ral_703	4	0.81237	42.2431	28	Block1	Week4
Ral_703	4	0.60928	42.2431	28	Block1	Week4
Ral_703	4	0.81237	42.2431	28	Block1	Week4
Ral_703	4	0	42.2431	28	Block1	Week4
Ral_703	4	0	42.2431	28	Block1	Week4
Ral_703	4	0	42.2431	28	Block1	Week4
Ral_703	4	0	42.2431	28	Block1	Week4
Ral_703	5	34.48242424	42.2431	28	Block1	Week5
Ral_703	5	33.25090909	42.2431	28	Block1	Week5
Ral_703	5	27.33963636	42.2431	28	Block1	Week5
Ral_703	5	19.21163636	42.2431	28	Block1	Week5
Ral_703	5	17.24121212	42.2431	28	Block1	Week5
Ral_703	5	14.03927273	42.2431	28	Block1	Week5
Ral_703	5	11.08363636	42.2431	28	Block1	Week5
Ral_703	5	3.940848485	42.2431	28	Block1	Week5
Ral_703	5	9.359515152	42.2431	28	Block1	Week5
Ral_703	5	11.57624242	42.2431	28	Block1	Week5
Ral_703	5	10.83733333	42.2431	28	Block1	Week5
Ral_703	5	8.37430303	42.2431	28	Block1	Week5
Ral_703	5	2.955636364	42.2431	28	Block1	Week5
Ral_703	5	2.463030303	42.2431	28	Block1	Week5
Ral_703	5	0.24630303	42.2431	28	Block1	Week5
Ral_703	5	1.231515152	42.2431	28	Block1	Week5
Ral_703	5	0.738909091	42.2431	28	Block1	Week5
Ral_703	5	0	42.2431	28	Block1	Week5
Ral_703	5	0	42.2431	28	Block1	Week5
Ral_703	5	0	42.2431	28	Block1	Week5
Ral_703	5	0	42.2431	28	Block1	Week5
Ral_703	5	0	42.2431	28	Block1	Week5
Ral_703	5	0	42.2431	28	Block1	Week5
Ral_703	6	19.9342	42.2431	28	Block1	Week6
Ral_703	6	16.9333	42.2431	28	Block1	Week6
Ral_703	6	11.3603	42.2431	28	Block1	Week6
Ral_703	6	10.0743	42.2431	28	Block1	Week6
Ral_703	6	12.4321	42.2431	28	Block1	Week6
Ral_703	6	12.2177	42.2431	28	Block1	Week6
Ral_703	6	2.5722	42.2431	28	Block1	Week6
Ral_703	6	0	42.2431	28	Block1	Week6
Ral_703	6	0.85738	42.2431	28	Block1	Week6
Ral_703	6	0.85738	42.2431	28	Block1	Week6
Ral_703	6	0.64304	42.2431	28	Block1	Week6
Ral_703	6	0	42.2431	28	Block1	Week6
Ral_703	6	0	42.2431	28	Block1	Week6
Ral_703	6	0	42.2431	28	Block1	Week6
Ral_703	6	0	42.2431	28	Block1	Week6
Ral_703	1	42.2431	42.2431	60	Block1	Week1
Ral_703	1	42.2431	42.2431	60	Block1	Week1
Ral_703	1	42.2431	42.2431	60	Block1	Week1
Ral_703	1	42.2431	42.2431	60	Block1	Week1
Ral_703	1	42.2431	42.2431	60	Block1	Week1
Ral_703	1	42.2431	42.2431	60	Block1	Week1
Ral_703	1	40.478	42.2431	60	Block1	Week1
Ral_703	1	39.9873	42.2431	60	Block1	Week1
Ral_703	1	39.0061	42.2431	60	Block1	Week1
Ral_703	1	34.5903	42.2431	60	Block1	Week1
Ral_703	1	28.9479	42.2431	60	Block1	Week1
Ral_703	1	30.4198	42.2431	60	Block1	Week1
Ral_703	1	30.6651	42.2431	60	Block1	Week1
Ral_703	1	26.9853	42.2431	60	Block1	Week1
Ral_703	1	26.4947	42.2431	60	Block1	Week1
Ral_703	1	29.1932	42.2431	60	Block1	Week1
Ral_703	1	29.1932	42.2431	60	Block1	Week1
Ral_703	1	27.9666	42.2431	60	Block1	Week1
Ral_703	1	25.0228	42.2431	60	Block1	Week1
Ral_703	1	24.2868	42.2431	60	Block1	Week1
Ral_703	1	22.0789	42.2431	60	Block1	Week1
Ral_703	1	18.1538	42.2431	60	Block1	Week1
Ral_703	1	12.2661	42.2431	60	Block1	Week1
Ral_703	1	3.9251	42.2431	60	Block1	Week1
Ral_703	2	42.2431	42.2431	60	Block1	Week2
Ral_703	2	42.2431	42.2431	60	Block1	Week2
Ral_703	2	42.2431	42.2431	60	Block1	Week2
Ral_703	2	39.8306	42.2431	60	Block1	Week2
Ral_703	2	37.0616	42.2431	60	Block1	Week2
Ral_703	2	32.1627	42.2431	60	Block1	Week2
Ral_703	2	28.9677	42.2431	60	Block1	Week2
Ral_703	2	27.9027	42.2431	60	Block1	Week2
Ral_703	2	33.6537	42.2431	60	Block1	Week2
Ral_703	2	33.6537	42.2431	60	Block1	Week2
Ral_703	2	23.2168	42.2431	60	Block1	Week2
Ral_703	2	27.9027	42.2431	60	Block1	Week2
Ral_703	2	21.9388	42.2431	60	Block1	Week2
Ral_703	2	19.1698	42.2431	60	Block1	Week2
Ral_703	2	15.7618	42.2431	60	Block1	Week2
Ral_703	2	17.2528	42.2431	60	Block1	Week2
Ral_703	2	16.8268	42.2431	60	Block1	Week2
Ral_703	2	14.6969	42.2431	60	Block1	Week2
Ral_703	2	12.7799	42.2431	60	Block1	Week2
Ral_703	2	10.2239	42.2431	60	Block1	Week2
Ral_703	2	1.065	42.2431	60	Block1	Week2
Ral_703	2	4.899	42.2431	60	Block1	Week2
Ral_703	2	2.769	42.2431	60	Block1	Week2
Ral_703	2	0	42.2431	60	Block1	Week2
Ral_703	3	38.84619816	42.2431	60	Block1	Week3
Ral_703	3	36.43202765	42.2431	60	Block1	Week3
Ral_703	3	35.11520737	42.2431	60	Block1	Week3
Ral_703	3	29.40898618	42.2431	60	Block1	Week3
Ral_703	3	32.26209677	42.2431	60	Block1	Week3
Ral_703	3	25.67799539	42.2431	60	Block1	Week3
Ral_703	3	24.14170507	42.2431	60	Block1	Week3
Ral_703	3	19.75230415	42.2431	60	Block1	Week3
Ral_703	3	20.41071429	42.2431	60	Block1	Week3
Ral_703	3	17.99654378	42.2431	60	Block1	Week3
Ral_703	3	15.36290323	42.2431	60	Block1	Week3
Ral_703	3	21.50806452	42.2431	60	Block1	Week3
Ral_703	3	9.876152074	42.2431	60	Block1	Week3
Ral_703	3	6.803571429	42.2431	60	Block1	Week3
Ral_703	3	13.60714286	42.2431	60	Block1	Week3
Ral_703	3	10.31509217	42.2431	60	Block1	Week3
Ral_703	3	7.681451613	42.2431	60	Block1	Week3
Ral_703	3	5.706221198	42.2431	60	Block1	Week3
Ral_703	3	3.511520737	42.2431	60	Block1	Week3
Ral_703	3	0	42.2431	60	Block1	Week3
Ral_703	3	0	42.2431	60	Block1	Week3
Ral_703	3	0	42.2431	60	Block1	Week3
Ral_703	3	0	42.2431	60	Block1	Week3
Ral_703	3	0	42.2431	60	Block1	Week3
Ral_703	4	42.1478	42.2431	60	Block1	Week4
Ral_703	4	17.4999	42.2431	60	Block1	Week4
Ral_703	4	16.2676	42.2431	60	Block1	Week4
Ral_703	4	21.9365	42.2431	60	Block1	Week4
Ral_703	4	8.6267	42.2431	60	Block1	Week4
Ral_703	4	4.4366	42.2431	60	Block1	Week4
Ral_703	4	0.49296	42.2431	60	Block1	Week4
Ral_703	4	0	42.2431	60	Block1	Week4
Ral_703	4	0	42.2431	60	Block1	Week4
Ral_703	4	0.24648	42.2431	60	Block1	Week4
Ral_703	4	0	42.2431	60	Block1	Week4
Ral_703	4	0	42.2431	60	Block1	Week4
Ral_703	4	0	42.2431	60	Block1	Week4
Ral_703	4	0	42.2431	60	Block1	Week4
Ral_703	4	0	42.2431	60	Block1	Week4
Ral_703	4	0	42.2431	60	Block1	Week4
Ral_703	4	2.9577	42.2431	60	Block1	Week4
Ral_703	4	3.2042	42.2431	60	Block1	Week4
Ral_703	5	24.1905	42.2431	60	Block1	Week5
Ral_703	5	5.0685	42.2431	60	Block1	Week5
Ral_703	5	1.3823	42.2431	60	Block1	Week5
Ral_703	5	0.23039	42.2431	60	Block1	Week5
Ral_703	5	0	42.2431	60	Block1	Week5
Ral_703	5	0	42.2431	60	Block1	Week5
Ral_703	5	0	42.2431	60	Block1	Week5
Ral_703	5	0	42.2431	60	Block1	Week5
Ral_703	5	0	42.2431	60	Block1	Week5
Ral_703	5	0	42.2431	60	Block1	Week5
Ral_703	5	1.1519	42.2431	60	Block1	Week5
Ral_703	5	0	42.2431	60	Block1	Week5
Ral_703	5	0	42.2431	60	Block1	Week5
Ral_703	5	0	42.2431	60	Block1	Week5
Ral_703	5	0	42.2431	60	Block1	Week5
Ral_703	5	0	42.2431	60	Block1	Week5
Ral_703	5	0	42.2431	60	Block1	Week5
Ral_703	6	12.6464	42.2431	60	Block1	Week6
Ral_703	6	12.8608	42.2431	60	Block1	Week6
Ral_703	6	12.2177	42.2431	60	Block1	Week6
Ral_703	6	13.0751	42.2431	60	Block1	Week6
Ral_703	6	7.5021	42.2431	60	Block1	Week6
Ral_703	6	2.5722	42.2431	60	Block1	Week6
Ral_703	6	1.2861	42.2431	60	Block1	Week6
Ral_703	6	0	42.2431	60	Block1	Week6
Ral_703	6	0	42.2431	60	Block1	Week6
Ral_703	6	0	42.2431	60	Block1	Week6
Ral_703	6	0	42.2431	60	Block1	Week6
Ral_703	6	0	42.2431	60	Block1	Week6
Ral_703	6	0	42.2431	60	Block1	Week6
Ral_703	6	0	42.2431	60	Block1	Week6
Ral_703	6	0.85738	42.2431	60	Block1	Week6
Ral_703	6	1.0717	42.2431	60	Block1	Week6
Ral_703	6	0.64304	42.2431	60	Block1	Week6
Ral_703	1	42.2431	42.2431	94	Block1	Week1
Ral_703	1	42.2431	42.2431	94	Block1	Week1
Ral_703	1	42.2431	42.2431	94	Block1	Week1
Ral_703	1	42.2431	42.2431	94	Block1	Week1
Ral_703	1	42.2431	42.2431	94	Block1	Week1
Ral_703	1	42.2431	42.2431	94	Block1	Week1
Ral_703	1	42.2431	42.2431	94	Block1	Week1
Ral_703	1	42.2431	42.2431	94	Block1	Week1
Ral_703	1	38.28229665	42.2431	94	Block1	Week1
Ral_703	1	36.91507177	42.2431	94	Block1	Week1
Ral_703	1	34.40849282	42.2431	94	Block1	Week1
Ral_703	1	31.21830144	42.2431	94	Block1	Week1
Ral_703	1	30.30681818	42.2431	94	Block1	Week1
Ral_703	1	27.11662679	42.2431	94	Block1	Week1
Ral_703	1	25.5215311	42.2431	94	Block1	Week1
Ral_703	1	19.59688995	42.2431	94	Block1	Week1
Ral_703	1	18.45753589	42.2431	94	Block1	Week1
Ral_703	1	19.82476077	42.2431	94	Block1	Week1
Ral_703	1	11.8492823	42.2431	94	Block1	Week1
Ral_703	1	14.12799043	42.2431	94	Block1	Week1
Ral_703	1	21.41985646	42.2431	94	Block1	Week1
Ral_703	2	42.2431	42.2431	94	Block1	Week2
Ral_703	2	42.2431	42.2431	94	Block1	Week2
Ral_703	2	42.2431	42.2431	94	Block1	Week2
Ral_703	2	42.2431	42.2431	94	Block1	Week2
Ral_703	2	40.0019	42.2431	94	Block1	Week2
Ral_703	2	35.83	42.2431	94	Block1	Week2
Ral_703	2	33.8667	42.2431	94	Block1	Week2
Ral_703	2	33.3758	42.2431	94	Block1	Week2
Ral_703	2	35.5845	42.2431	94	Block1	Week2
Ral_703	2	28.2222	42.2431	94	Block1	Week2
Ral_703	2	24.2957	42.2431	94	Block1	Week2
Ral_703	2	22.3324	42.2431	94	Block1	Week2
Ral_703	2	19.6329	42.2431	94	Block1	Week2
Ral_703	2	18.4058	42.2431	94	Block1	Week2
Ral_703	2	18.4058	42.2431	94	Block1	Week2
Ral_703	2	17.915	42.2431	94	Block1	Week2
Ral_703	2	16.1971	42.2431	94	Block1	Week2
Ral_703	2	16.1971	42.2431	94	Block1	Week2
Ral_703	2	12.0251	42.2431	94	Block1	Week2
Ral_703	2	0	42.2431	94	Block1	Week2
Ral_703	2	0	42.2431	94	Block1	Week2
Ral_703	2	0	42.2431	94	Block1	Week2
Ral_703	3	42.2431	42.2431	94	Block1	Week3
Ral_703	3	42.2431	42.2431	94	Block1	Week3
Ral_703	3	42.2431	42.2431	94	Block1	Week3
Ral_703	3	39.90609481	42.2431	94	Block1	Week3
Ral_703	3	35.7778781	42.2431	94	Block1	Week3
Ral_703	3	36.00722348	42.2431	94	Block1	Week3
Ral_703	3	29.35620767	42.2431	94	Block1	Week3
Ral_703	3	28.66817156	42.2431	94	Block1	Week3
Ral_703	3	26.14537246	42.2431	94	Block1	Week3
Ral_703	3	20.64108352	42.2431	94	Block1	Week3
Ral_703	3	21.32911964	42.2431	94	Block1	Week3
Ral_703	3	12.38465011	42.2431	94	Block1	Week3
Ral_703	3	9.403160271	42.2431	94	Block1	Week3
Ral_703	3	8.715124153	42.2431	94	Block1	Week3
Ral_703	3	5.733634312	42.2431	94	Block1	Week3
Ral_703	3	5.274943567	42.2431	94	Block1	Week3
Ral_703	3	1.146726862	42.2431	94	Block1	Week3
Ral_703	3	0	42.2431	94	Block1	Week3
Ral_703	3	0	42.2431	94	Block1	Week3
Ral_703	3	0	42.2431	94	Block1	Week3
Ral_703	3	0	42.2431	94	Block1	Week3
Ral_703	4	32.8074	42.2431	94	Block1	Week4
Ral_703	4	28.6793	42.2431	94	Block1	Week4
Ral_703	4	25.8548	42.2431	94	Block1	Week4
Ral_703	4	19.1195	42.2431	94	Block1	Week4
Ral_703	4	14.1224	42.2431	94	Block1	Week4
Ral_703	4	12.6015	42.2431	94	Block1	Week4
Ral_703	4	8.25616	42.2431	94	Block1	Week4
Ral_703	4	14.9914	42.2431	94	Block1	Week4
Ral_703	4	13.036	42.2431	94	Block1	Week4
Ral_703	4	13.036	42.2431	94	Block1	Week4
Ral_703	4	8.90796	42.2431	94	Block1	Week4
Ral_703	4	0	42.2431	94	Block1	Week4
Ral_703	4	0	42.2431	94	Block1	Week4
Ral_703	4	0	42.2431	94	Block1	Week4
Ral_703	4	0.434535	42.2431	94	Block1	Week4
Ral_703	4	0.434535	42.2431	94	Block1	Week4
Ral_703	4	0.434535	42.2431	94	Block1	Week4
Ral_703	5	22.6599	42.2431	94	Block1	Week5
Ral_703	5	21.921	42.2431	94	Block1	Week5
Ral_703	5	21.921	42.2431	94	Block1	Week5
Ral_703	5	18.9653	42.2431	94	Block1	Week5
Ral_703	5	12.8078	42.2431	94	Block1	Week5
Ral_703	5	9.3595	42.2431	94	Block1	Week5
Ral_703	5	5.665	42.2431	94	Block1	Week5
Ral_703	5	4.1872	42.2431	94	Block1	Week5
Ral_703	5	1.7241	42.2431	94	Block1	Week5
Ral_703	5	1.9704	42.2431	94	Block1	Week5
Ral_703	5	1.9704	42.2431	94	Block1	Week5
Ral_703	5	0	42.2431	94	Block1	Week5
Ral_703	5	0	42.2431	94	Block1	Week5
Ral_703	5	0	42.2431	94	Block1	Week5
Ral_703	5	0	42.2431	94	Block1	Week5
Ral_703	5	0	42.2431	94	Block1	Week5
Ral_703	5	0	42.2431	94	Block1	Week5
Ral_703	6	26.16506024	42.2431	94	Block1	Week6
Ral_703	6	21.11566265	42.2431	94	Block1	Week6
Ral_703	6	19.27951807	42.2431	94	Block1	Week6
Ral_703	6	13.54156627	42.2431	94	Block1	Week6
Ral_703	6	9.180722892	42.2431	94	Block1	Week6
Ral_703	6	7.803614458	42.2431	94	Block1	Week6
Ral_703	6	6.885542169	42.2431	94	Block1	Week6
Ral_703	6	12.16445783	42.2431	94	Block1	Week6
Ral_703	6	13.08253012	42.2431	94	Block1	Week6
Ral_703	6	3.213253012	42.2431	94	Block1	Week6
Ral_703	6	4.590361446	42.2431	94	Block1	Week6
Ral_703	6	0.229518072	42.2431	94	Block1	Week6
Ral_703	6	1.377108434	42.2431	94	Block1	Week6
Ral_703	6	1.377108434	42.2431	94	Block1	Week6
Ral_703	6	0	42.2431	94	Block1	Week6
Ral_703	6	0	42.2431	94	Block1	Week6
Ral_703	6	0	42.2431	94	Block1	Week6
Ral_703	6	0	42.2431	94	Block1	Week6
Ral_703	1	42.2431	42.2431	98	Block1	Week1
Ral_703	1	42.2431	42.2431	98	Block1	Week1
Ral_703	1	42.2431	42.2431	98	Block1	Week1
Ral_703	1	42.2431	42.2431	98	Block1	Week1
Ral_703	1	42.2431	42.2431	98	Block1	Week1
Ral_703	1	42.2431	42.2431	98	Block1	Week1
Ral_703	1	42.2431	42.2431	98	Block1	Week1
Ral_703	1	42.2431	42.2431	98	Block1	Week1
Ral_703	1	42.2431	42.2431	98	Block1	Week1
Ral_703	1	42.2431	42.2431	98	Block1	Week1
Ral_703	1	42.2431	42.2431	98	Block1	Week1
Ral_703	1	38.16076555	42.2431	98	Block1	Week1
Ral_703	1	36.45933014	42.2431	98	Block1	Week1
Ral_703	1	30.86889952	42.2431	98	Block1	Week1
Ral_703	1	30.62583732	42.2431	98	Block1	Week1
Ral_703	1	17.98660287	42.2431	98	Block1	Week1
Ral_703	1	19.68803828	42.2431	98	Block1	Week1
Ral_703	1	19.68803828	42.2431	98	Block1	Week1
Ral_703	1	17.50047847	42.2431	98	Block1	Week1
Ral_703	1	14.58373206	42.2431	98	Block1	Week1
Ral_703	1	11.91004785	42.2431	98	Block1	Week1
Ral_703	1	8.021052632	42.2431	98	Block1	Week1
Ral_703	1	6.319617225	42.2431	98	Block1	Week1
Ral_703	1	1.701435407	42.2431	98	Block1	Week1
Ral_703	1	0	42.2431	98	Block1	Week1
Ral_703	2	42.2431	42.2431	98	Block1	Week2
Ral_703	2	42.2431	42.2431	98	Block1	Week2
Ral_703	2	42.2431	42.2431	98	Block1	Week2
Ral_703	2	42.2431	42.2431	98	Block1	Week2
Ral_703	2	42.2431	42.2431	98	Block1	Week2
Ral_703	2	38.5295	42.2431	98	Block1	Week2
Ral_703	2	37.5478	42.2431	98	Block1	Week2
Ral_703	2	36.5662	42.2431	98	Block1	Week2
Ral_703	2	35.0937	42.2431	98	Block1	Week2
Ral_703	2	36.3208	42.2431	98	Block1	Week2
Ral_703	2	29.2039	42.2431	98	Block1	Week2
Ral_703	2	28.4676	42.2431	98	Block1	Week2
Ral_703	2	26.9952	42.2431	98	Block1	Week2
Ral_703	2	25.7681	42.2431	98	Block1	Week2
Ral_703	2	31.658	42.2431	98	Block1	Week2
Ral_703	2	31.658	42.2431	98	Block1	Week2
Ral_703	2	29.4493	42.2431	98	Block1	Week2
Ral_703	2	25.7681	42.2431	98	Block1	Week2
Ral_703	2	23.0686	42.2431	98	Block1	Week2
Ral_703	2	4.9082	42.2431	98	Block1	Week2
Ral_703	2	0	42.2431	98	Block1	Week2
Ral_703	2	0	42.2431	98	Block1	Week2
Ral_703	3	42.2431	42.2431	98	Block1	Week3
Ral_703	3	42.2431	42.2431	98	Block1	Week3
Ral_703	3	42.2431	42.2431	98	Block1	Week3
Ral_703	3	42.2431	42.2431	98	Block1	Week3
Ral_703	3	42.2431	42.2431	98	Block1	Week3
Ral_703	3	42.2431	42.2431	98	Block1	Week3
Ral_703	3	42.2431	42.2431	98	Block1	Week3
Ral_703	3	42.2431	42.2431	98	Block1	Week3
Ral_703	3	42.2431	42.2431	98	Block1	Week3
Ral_703	3	42.2431	42.2431	98	Block1	Week3
Ral_703	3	33.9717833	42.2431	98	Block1	Week3
Ral_703	3	27.95146727	42.2431	98	Block1	Week3
Ral_703	3	23.22121896	42.2431	98	Block1	Week3
Ral_703	3	23.43623025	42.2431	98	Block1	Week3
Ral_703	3	16.34085779	42.2431	98	Block1	Week3
Ral_703	3	13.54571106	42.2431	98	Block1	Week3
Ral_703	3	1.720090293	42.2431	98	Block1	Week3
Ral_703	3	1.505079007	42.2431	98	Block1	Week3
Ral_703	3	0	42.2431	98	Block1	Week3
Ral_703	3	0	42.2431	98	Block1	Week3
Ral_703	3	2.150112867	42.2431	98	Block1	Week3
Ral_703	3	3.440180587	42.2431	98	Block1	Week3
Ral_703	3	1.720090293	42.2431	98	Block1	Week3
Ral_703	3	0	42.2431	98	Block1	Week3
Ral_703	4	42.2431	42.2431	98	Block1	Week4
Ral_703	4	36.5009	42.2431	98	Block1	Week4
Ral_703	4	34.5455	42.2431	98	Block1	Week4
Ral_703	4	31.5038	42.2431	98	Block1	Week4
Ral_703	4	24.5512	42.2431	98	Block1	Week4
Ral_703	4	22.3785	42.2431	98	Block1	Week4
Ral_703	4	19.5541	42.2431	98	Block1	Week4
Ral_703	4	16.0778	42.2431	98	Block1	Week4
Ral_703	4	16.2951	42.2431	98	Block1	Week4
Ral_703	4	16.5123	42.2431	98	Block1	Week4
Ral_703	4	19.3368	42.2431	98	Block1	Week4
Ral_703	4	16.7296	42.2431	98	Block1	Week4
Ral_703	4	16.2951	42.2431	98	Block1	Week4
Ral_703	4	16.5123	42.2431	98	Block1	Week4
Ral_703	4	17.8159	42.2431	98	Block1	Week4
Ral_703	4	11.5152	42.2431	98	Block1	Week4
Ral_703	4	8.69069	42.2431	98	Block1	Week4
Ral_703	4	3.25901	42.2431	98	Block1	Week4
Ral_703	4	0.869069	42.2431	98	Block1	Week4
Ral_703	4	0	42.2431	98	Block1	Week4
Ral_703	4	0	42.2431	98	Block1	Week4
Ral_703	4	0	42.2431	98	Block1	Week4
Ral_703	4	0	42.2431	98	Block1	Week4
Ral_703	5	19.8582	42.2431	98	Block1	Week5
Ral_703	5	19.3964	42.2431	98	Block1	Week5
Ral_703	5	13.3927	42.2431	98	Block1	Week5
Ral_703	5	11.5455	42.2431	98	Block1	Week5
Ral_703	5	9.9291	42.2431	98	Block1	Week5
Ral_703	5	1.3855	42.2431	98	Block1	Week5
Ral_703	5	0.69273	42.2431	98	Block1	Week5
Ral_703	5	0	42.2431	98	Block1	Week5
Ral_703	5	0	42.2431	98	Block1	Week5
Ral_703	5	0	42.2431	98	Block1	Week5
Ral_703	5	0	42.2431	98	Block1	Week5
Ral_703	5	0.46182	42.2431	98	Block1	Week5
Ral_703	5	0.23091	42.2431	98	Block1	Week5
Ral_703	5	1.3855	42.2431	98	Block1	Week5
Ral_703	5	1.3855	42.2431	98	Block1	Week5
